"Name","Objects","Shallow Size","Retained Size"
"sun.awt.image.PixelConverter$Xbgr","1","16","16"
"sun.awt.image.PixelConverter$Xrgb","1","16","16"
"sun.awt.NullComponentPeer","1","16","16"
"sun.awt.OSInfo$1","1","16","16"
"sun.awt.SunToolkit$ModalityListenerList","1","16","104"
"sun.awt.X11.XDropTargetEventProcessor","1","16","16"
"sun.awt.X11.XErrorHandler$IgnoreBadWindowHandler","1","16","16"
"sun.awt.X11.XInputMethodDescriptor","1","16","16"
"sun.awt.X11.XKeyboardFocusManagerPeer","1","16","16"
"sun.awt.X11.XKeyboardFocusManagerPeer$1","1","16","16"
"sun.awt.X11.XMSelection$1","1","16","16"
"sun.awt.X11.XToolkit$4","1","16","16"
"sun.awt.X11.XWM$1","1","16","16"
"sun.font.CMap$NullCMapClass","1","16","16"
"sun.font.X11TextRenderer","1","16","16"
"sun.java2d.cmm.lcms.LCMS","1","16","16"
"sun.java2d.Disposer","1","16","16"
"sun.java2d.loops.GraphicsPrimitiveMgr$1","1","16","16"
"sun.java2d.loops.GraphicsPrimitiveMgr$2","1","16","16"
"sun.java2d.pipe.AATextRenderer","1","16","16"
"sun.java2d.pipe.AlphaColorPipe","1","16","16"
"sun.java2d.pipe.AlphaPaintPipe","1","16","16"
"sun.java2d.pipe.DrawImage","1","16","16"
"sun.java2d.pipe.GeneralCompositePipe","1","16","16"
"sun.java2d.pipe.LCDTextRenderer","1","16","16"
"sun.java2d.pipe.LoopPipe","1","16","16"
"sun.java2d.pipe.NullPipe","1","16","16"
"sun.java2d.pipe.OutlineTextRenderer","1","16","16"
"sun.java2d.pipe.SolidTextRenderer","1","16","16"
"sun.java2d.pipe.ValidatePipe","1","16","16"
"sun.java2d.pisces.PiscesRenderingEngine","1","16","16"
"sun.java2d.StateTracker$1","1","16","16"
"sun.java2d.StateTracker$2","1","16","16"
"sun.java2d.SunGraphicsEnvironment$T1Filter","1","16","16"
"sun.java2d.SunGraphicsEnvironment$TTFilter","1","16","16"
"sun.java2d.x11.X11SurfaceData$LazyPipe","1","16","16"
"sun.management.ClassLoadingImpl","1","16","16"
"sun.management.HotSpotDiagnostic","1","16","16"
"sun.misc.ASCIICaseInsensitiveComparator","1","16","16"
"sun.misc.FloatingDecimal$1","1","16","16"
"sun.misc.Launcher","1","16","16"
"sun.misc.Launcher$Factory","1","16","16"
"sun.misc.Unsafe","1","16","16"
"sun.net.www.protocol.file.Handler","1","16","16"
"sun.net.www.protocol.jar.JarFileFactory","1","16","16"
"sun.nio.ch.FileDispatcher","1","16","16"
"sun.reflect.GeneratedConstructorAccessor1","1","16","16"
"sun.reflect.GeneratedConstructorAccessor2","1","16","1264"
"sun.reflect.GeneratedMethodAccessor1","1","16","1264"
"sun.reflect.GeneratedMethodAccessor10","1","16","1264"
"sun.reflect.GeneratedMethodAccessor11","1","16","1264"
"sun.reflect.GeneratedMethodAccessor12","1","16","1264"
"sun.reflect.GeneratedMethodAccessor13","1","16","1264"
"sun.reflect.GeneratedMethodAccessor14","1","16","1264"
"sun.reflect.GeneratedMethodAccessor2","1","16","1264"
"sun.reflect.GeneratedMethodAccessor3","1","16","1264"
"sun.reflect.GeneratedMethodAccessor4","1","16","1264"
"sun.reflect.GeneratedMethodAccessor5","1","16","1264"
"sun.reflect.GeneratedMethodAccessor6","1","16","1264"
"sun.reflect.GeneratedMethodAccessor7","1","16","1264"
"sun.reflect.GeneratedMethodAccessor8","1","16","1264"
"sun.reflect.GeneratedMethodAccessor9","1","16","1264"
"sun.reflect.generics.tree.TypeVariableSignature","1","16","16"
"sun.reflect.ReflectionFactory","1","16","16"
"sun.security.provider.NativePRNG","1","16","16"
"sun.util.calendar.Gregorian","1","16","16"
"sun.util.CoreResourceBundleControl","1","16","160"
"sun.util.resources.LocaleData$LocaleDataResourceBundleControl","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.control.RobotControl$1","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.EuclideanDistance","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.OrientationFinder","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$1","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$10","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$11","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$12","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$13","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$2","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$3","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$4","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$5","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$6","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$7","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$8","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.ControlGUI$9","1","16","16"
"uk.ac.ed.inf.sdp2012.group7.vision.VisionFeed$1","1","16","16"
