"Name","Retained Size","Level"
"com.sun.jmx.mbeanserver.MXBeanIntrospector [Class]","5024", "1"
"sun.font.TrueTypeGlyphMapper","5008", "1"
"[Unreachable] int[1246] = {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ...}","5000", "1"
"[Unreachable] int[1244] = {558261537, 1696679525, 1164189766, 541418528, 1662993764, 1147346756, 541418528, 1679836516, 1181032773, 558261537, 1696679525, 1181032774, 541418528, 1679836516, 1164189765, 524575519, 1662993507, 1147346756, 524575519, 1662993507, 1147346756, 507798303, 1646150498, 1130503747, 524509727, 1646216034, 1130504003, 524509727, 1646216034, 1130504003, 524509727, 1629373282, 1113660994, 507666718, 1612530273, 1096817985, 507666718, 1629373025, 1096817986, 490823709, 1612530016, 1096817985, 473980700, 1595687007, 1079974976, 457203484, 1578843998, 1046354751, 473652764, 1579039582, ...}","4992", "1"
"[Unreachable] int[1244] = {1114188354, 725838379, 1781220202, 1131031363, 742681388, 1798063211, 1147874372, 742681388, 1798063211, 1147874372, 725838379, 1781220202, 1131031363, 742681388, 1798063211, 1147874372, 725838379, 1781220202, 1131031363, 725838379, 1781220202, 1131031363, 742812204, 1764443754, 1164520261, 725969195, 1781286249, 1181363270, 742877997, 1781286506, 1181363270, 725969195, 1764443497, 1147677253, 742812204, 1764443754, 1164520261, 725969195, 1781286249, 1181363270, 742812204, 1781286506, 1181363270, 742812204, 1781286506, 1181363270, 692480297, 1764312681, 1181296966, 692480297, ...}","4992", "1"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeConverter","4976", "1"
"sun.awt.X11.XDecoratedPeer [Class]","4944", "1"
"javax.swing.JTabbedPane [Class]","4928", "1"
"[Unreachable] short[2436] = {25, 3, 4, 6, 1256, 0, 0, 25, 7, 4, 8, 1260, 0, 0, 25, 9, 10, 11, 584, 0, 0, 25, 13, 10, 14, 592, 0, 0, 25, 16, 10, 11, 600, 0, 0, 25, 17, 10, 11, 608, 0, 0, 25, 18, 10, 14, 616, 0, 0, 25, ...}","4888", "1"
"uk.ac.ed.inf.sdp2012.group7.vision.ui.RangeSlider","4840", "1"
"javax.swing.JSlider [Class]","4824", "1"
"java.util.Locale [Class]","4760", "1"
"javax.swing.JLabel [Class]","4760", "1"
"javax.swing.JLayeredPane [Class]","4720", "1"
"javax.swing.JSlider$1SmartHashtable$LabelUIResource [Class]","4680", "1"
"com.sun.jmx.mbeanserver.PerInterface","4664", "1"
"javax.swing.JToolBar [Class]","4632", "1"
"sun.awt.im.CompositionArea [Class]","4624", "1"
"com.sun.jmx.mbeanserver.OpenConverter$CompositeConverter","4616", "1"
"sun.reflect.misc.MethodUtil [Class]","4608", "1"
"com.sun.jmx.mbeanserver.PerInterface","4592", "1"
"javax.swing.JFrame [Class]","4576", "1"
"[Unreachable] int[1136] = {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ...}","4560", "1"
"java.awt.AWTKeyStroke [Class]","4536", "1"
"javax.swing.JPanel [Class]","4480", "1"
"sun.awt.X11.XFramePeer [Class]","4448", "1"
"java.awt.Window [Class]","4440", "1"
"java.awt.Frame [Class]","4368", "1"
"java.awt.Dialog [Class]","4320", "1"
"javax.imageio.ImageReader [Class]","4264", "1"
"sun.misc.MetaIndex","4256", "1"
"sun.font.TrueTypeFont [Class]","4248", "1"
"sun.misc.ProxyGenerator$PrimitiveTypeInfo [Class]","4248", "1"
"sun.awt.X11.XWindowPeer [Class]","4240", "1"
"sun.font.CompositeFont","4208", "1"
"sun.font.CompositeFont","4176", "1"
"com.intel.bluetooth.BluetoothStackBlueZ","4168", "1"
